source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
crimeresearch.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
crisismagazine.com,right,mixed,usa,website,medium traffic,medium credibility
dailycaller.com,right,mixed,usa,website,high traffic,medium credibility
express.co.uk,right,mixed,united kingdom,newspaper,hightraffic,medium credibility
dailysignal.com,right,mixed,usa,website,medium traffic,high credibility
telegraph.co.uk,right,mixed,united kingdom,newspaper,high traffic,medium credibility
dcenquirer.com,right,mixed,usa,website,medium traffic,medium credibility
dailytorch.com,right,high,usa,organization/foundation,minimal traffic,high credibility
dennismichaellynch.com,right,mixed,usa,website,medium traffic,medium credibility
telegraaf.nl,right,mixed,netherlands,newspaper,high traffic,high credibility
disrn.com,right,mixed,usa,website,medium traffic,medium credibility
teamdml.com,right,mixed,usa,website,minimal traffic,medium credibility
donaldjtrump.com,right,low,usa,organization/foundation,medium traffic,low credibility
epnewsleader.com,right,mixed,usa,website,minimal traffic,medium credibility
economicpolicyjournal.com,right,high,usa,website,minimal traffic,high credibility
egypttoday.com,right,mixed,egypt,magazine,medium traffic,medium credibility
energycitizens.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
eppc.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
erlc.com,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
explainamerica.com,right,mixed,usa,website,minimal traffic,medium credibility
factsandlogic.org,right,mixed,usa,website,minimal traffic,medium credibility
faithwire.com,right,mixed,usa,website,minimal traffic,medium credibility
fakehatecrimes.org,right,mixed,usa,website,minimal traffic,medium credibility
fedsoc.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
firstthings.com,right,mixed,usa,magazine,medium traffic,medium credibility
floridadaily.com,right,mixed,usa,website,minimal traffic,medium credibility
fdd.org,right,high,usa,organization/foundation,minimaltraffic,high credibility
freerepublic.com,right,mixed,usa,website,medium traffic,medium credibility
freedomworks.org,right-center,mixed,usa,organization/foundation,minimal traffic,medium credibility
ff.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
fff.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
getreligion.org,right,mixed,usa,website,minimal traffic,medium credibility
g-a-i.org,right,mixed,usa,organization/foundation,minimal traffic,low credibility
grabien.com,right,mixed,usa,website,minimal traffic,medium credibility
order-order.com,right,mixed,united kingdom,website,medium traffic,medium credibility
heritage.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
hotair.com,right,mixed,usa,website,high traffic,high credibility
hudson.org,right,high,usa,organization/foundation,minimal traffic,high credibility
humanevents.com,right,mixed,usa,website,medium traffic,medium credibility
hurriyet.com.tr,right,mixed,turkey,newspaper,high traffic,medium credibility
ibleedredwhiteblue.com,right,mixed,usa,website,minimal traffic,medium credibility
illinoispolicy.org,right,mixed,usa,organization/foundation,medium traffic,high credibility
hillsdale.edu,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
ijr.com,right,mixed,usa,website,medium traffic,high credibility
iwf.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
influencewatch.org,right,high,usa,organization/foundation,medium traffic,high credibility
issuesinsights.com,right,mixed,usa,website,medium traffic,medium credibility
jewishpolicycenter.org,right,high,usa,organization/foundation,minimal traffic,high credibility
krone.at,right,mixed,usa,newspaper,high traffic,high credibility
latestly.com,right,mixed,india,website,high traffic,medium credibility
lawliberty.org,right,high,usa,organization/foundation,medium traffic,high credibility
lawenforcementtoday.com,right,mixed,usa,website,medium traffic,medium credibility
journaldemontreal.com,right,mixed,canada,newspaper,high traffic,high credibility
mediacircus.com,right,mixed,usa,website,minimal traffic,low credibility
mrc.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
mediarightnews.com,right,mixed,usa,website,minimal traffic,medium credibility
mercatornet.com,right,mixed,australia,website,medium traffic,medium credibility
milliyet.com.tr,right,mixed,turkey,newspaper,high traffic,medium credibility
mises.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
ncregister.com,right,mixed,usa,newspaper,high traffic,medium credibility
nationalcenter.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
nfrw.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
newbostonpost.com,right,mixed,usa,website,minimal traffic,medium credibility
newsbusters.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
newspageindex.com,right,mixed,usa,organization/foundation,medium traffic,medium credibility
nysun.com,right,high,usa,website,medium traffic,high credibility
ngo-monitor.org,right,mixed,israel,organization/foundation,minimal traffic,medium credibility
notthebee.com,right,high,usa,website,high traffic,high credibility
offgridsurvival.com,right,mixed,usa,website,minimal traffic,medium credibility
oneangrygamer.net,right,mixed,usa,website,minimal traffic,medium credibility
opslens.com,right,mixed,usa,website,minimal traffic,medium credibility
outkick.com,right-center,mixed,usa,website,high traffic,medium credibility
pantsonfirenews.com,right,mixed,usa,website,minimal traffic,low credibility
quadrant.org.au,right,mixed,australia,magazine,minimal traffic,low credibility
rd.com,right,mixed,usa,magazine,high traffic,medium credibility
americasvoice.news,right,mixed,usa,tv station/website,high traffic,medium credibility
redstate.com,right,mixed,usa,website,high traffic,medium credibility
rightandfree.com,right,mixed,usa,website,minimal traffic,medium credibility
ronpaullibertyreport.com,right,mixed,usa,website,minimal traffic,medium credibility
sabah.com.tr,right,mixed,turkey,newspaper,high traffic,medium credibility
newspress.com,right,mixed,usa,newspaper,medium traffic,medium credibility
shorenewsnetwork.com,right,mixed,usa,website,minimal traffic,medium credibility
skynews.com.au,right,mixed,australia,tv station,high traffic,medium credibility
sonorannews.com,right,mixed,usa,newspaper,minimal traffic,medium credibility
sonsof1776.com,right,mixed,usa,website,minimal traffic,medium credibility
tampafp.com,right,mixed,usa,website,medium traffic,medium credibility
tatumreport.com,right,mixed,usa,website,medium traffic,medium credibility
tenthamendmentcenter.com,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
adelaidenow.com.au,right,mixed,australia,newspaper,high traffic,medium credibility
americafirstpolicy.com,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
dailytelegraph.com.au,right,mixed,australia,newspaper,high traffic,medium credibility
dailywire.com,right,mixed,usa,website,high traffic,medium credibility
thefirsttv.com,right,mixed,usa,website/tv,medium traffic,medium credibility
theflstandard.com,right,mixed,usa,website,minimal traffic,medium credibility
thegreggjarrett.com,right,mixed,usa,website,minimal traffic,medium credibility
thehonestpatriot.net,right,mixed,usa,website,minimal traffic,medium credibility
theleoterrell.com,right,mixed,usa,website,medium traffic,medium credibility
econlib.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
thenationalherald.com,right,mixed,usa,newspaper,minimal traffic,medium credibility
thenewamerican.com,right,mixed,usa,magazine,medium traffic,medium credibility
patriotpost.us,right,mixed,usa,website,medium traffic,high credibility
thepostmillennial.com,right,mixed,canada,website,medium traffic,medium credibility
thestar.com,right,mixed,canada,newspaper,minimal traffic,high credibility
thesun.co.uk,right,mixed,united kingdom,newspaper,high traffic,medium credibility
thetexan.news,right,mixed,usa,website,medium traffic,high credibility
thetruthaboutguns.com,right,mixed,usa,website,medium traffic,high credibility
the-sun.com,right,mixed,usa,website,high traffic,medium credibility
timcast.com,right,mixed,usa,website,medium traffic,high credibility
torontosun.com,right,mixed,canada,newspaper,high traffic,high credibility
mydailyfreedom.com,right,mixed,usa,website,minimal traffic,medium credibility
tnc.news,right,mixed,canada,organization/foundation,medium traffic,medium credibility
trtworld.com,right,mixed,turkey,tv station,medium traffic,medium credibility
twitchy.com,right,mixed,usa,website,high traffic,medium credibility
unwatch.org,right,mixed,switzerland,organization/foundation,medium traffic,high credibility
valuetainment.com,right,mixed,usa,website,medium traffic,medium credibility
washingtonexaminer.com,right,mixed,usa,newspaper,medium traffic,medium credibility
freebeacon.com,right,mixed,usa,website,medium traffic,medium credibility
watchdogreport.org,right,mixed,usa,website,minimal traffic,medium credibility
weaselzippers.us,right,mixed,usa,website,medium traffic,medium credibility
westernstandard.news,right,mixed,canada,website,medium traffic,medium credibility
wikiislam.net,right,mixed,usa,website,medium traffic,medium credibility
wng.org,right,mixed,usa,magazine,medium traffic,medium credibility
yellowhammernews.com,right,high,usa,website,minimal traffic,high credibility
yaf.org,right,mixed,usa,organization/foundation,high traffic,medium credibility
freeworldnews.tv,right,low,usa,website,medium traffic,low credibility
21stcenturywire.com,right,mixed,usa,website,medium traffic,low credibility
79days.news,right,low,usa,website,high traffic,low credibility
911truth.org,right,low,usa,website,minimal traffic,low credibility
abovetopsecret.com,right,low,usa,website,medium traffic,low credibility
acallforanuprising.com,right,low,usa,website,medium traffic,low credibility
ageofautism.com,right,low,usa,organization/foundation,minimal traffic,low credibility
amtvmedia.com,right,low,usa,website,minimal traffic,low credibility
alternativenews.com,right,low,usa,website,minimal traffic,low credibility
altleft.news,right,low,usa,website,minimal traffic,low credibility
americanfreepress.net,right,low,usa,website,minimal traffic,low credibility
aim4truth.org,right,low,usa,website station,minimal traffic,low credibility
amg-news.com,right,low,romania,website,medium traffic,low credibility
americanpolicy.org,right,low,usa,organization/foundation,minimal traffic,low credibility
americasfrontlinedoctors.com,right,low,usa,website,medium traffic,low credibility
